Iteration,Method,Time_ms,Residual
148,GaussSeidel,11.8729,7.76916e-11
148,SymmetricGS,130.339,5.66105e-16
148,SymmetricGS_Chebyshev,161.004,1.99719e-08
149,Jacobi,96.6244,5.66105e-16
149,GaussSeidel,11.7473,7.76916e-11
149,SymmetricGS,131.386,5.66105e-16
149,SymmetricGS_Chebyshev,162.249,2.49177e-08
150,Jacobi,96.9951,5.66105e-16
150,GaussSeidel,11.8493,7.76916e-11
150,SymmetricGS,132.274,5.66105e-16
150,SymmetricGS_Chebyshev,163.04,1.02762e-08
151,Jacobi,98.187,5.66105e-16
151,GaussSeidel,11.7422,7.76916e-11
151,SymmetricGS,133.325,5.66105e-16
151,SymmetricGS_Chebyshev,163.725,2.07044e-08
152,Jacobi,98.645,5.66105e-16
152,GaussSeidel,11.8482,7.76916e-11
152,SymmetricGS,133.637,5.66105e-16
152,SymmetricGS_Chebyshev,165.289,3.90627e-09
153,Jacobi,99.5841,5.66105e-16
153,GaussSeidel,11.8193,7.76916e-11
153,SymmetricGS,134.856,5.66105e-16
153,SymmetricGS_Chebyshev,166.531,1.62713e-08
154,Jacobi,99.5594,5.66105e-16
154,GaussSeidel,11.8261,7.76916e-11
154,SymmetricGS,135.171,5.66105e-16
154,SymmetricGS_Chebyshev,166.726,1.34614e-09
155,Jacobi,99.8463,5.66105e-16
155,GaussSeidel,12.0436,7.76916e-11
155,SymmetricGS,136.506,5.66105e-16
155,SymmetricGS_Chebyshev,167.919,1.21511e-08
156,Jacobi,101.331,5.66105e-16
156,GaussSeidel,11.7284,7.76916e-11
156,SymmetricGS,137.109,5.66105e-16
156,SymmetricGS_Chebyshev,168.826,2.8917e-09
157,Jacobi,105.276,5.66105e-16
157,GaussSeidel,11.8204,7.76916e-11
157,SymmetricGS,138.231,5.66105e-16
157,SymmetricGS_Chebyshev,169.503,8.61575e-09
158,Jacobi,101.896,5.66105e-16
158,GaussSeidel,11.8238,7.76916e-11
158,SymmetricGS,139.428,5.66105e-16
158,SymmetricGS_Chebyshev,172.701,3.79693e-09
159,Jacobi,103.164,5.66105e-16
159,GaussSeidel,11.7628,7.76916e-11
159,SymmetricGS,140.432,5.66105e-16
159,SymmetricGS_Chebyshev,170.856,5.76164e-09
160,Jacobi,103.124,5.66105e-16
160,GaussSeidel,11.8146,7.76916e-11
160,SymmetricGS,140.471,5.66105e-16
160,SymmetricGS_Chebyshev,174.152,3.96111e-09
161,Jacobi,104.45,5.66105e-16
161,GaussSeidel,11.7476,7.76916e-11
161,SymmetricGS,141.58,5.66105e-16
161,SymmetricGS_Chebyshev,173.503,3.57654e-09
162,Jacobi,104.614,5.66105e-16
162,GaussSeidel,11.7687,7.76916e-11
162,SymmetricGS,142.715,5.66105e-16
162,SymmetricGS_Chebyshev,173.689,3.66862e-09
163,Jacobi,105.609,5.66105e-16
163,GaussSeidel,11.7905,7.76916e-11
163,SymmetricGS,143.457,5.66105e-16
163,SymmetricGS_Chebyshev,174.537,1.98803e-09
164,Jacobi,106.134,5.66105e-16
164,GaussSeidel,11.7708,7.76916e-11
164,SymmetricGS,144.611,5.66105e-16
164,SymmetricGS_Chebyshev,176.119,3.14215e-09
165,Jacobi,107.013,5.66105e-16
165,GaussSeidel,11.8994,7.76916e-11
165,SymmetricGS,145.411,5.66105e-16
165,SymmetricGS_Chebyshev,177.43,8.99032e-10
166,Jacobi,107.529,5.66105e-16
166,GaussSeidel,11.8315,7.76916e-11
166,SymmetricGS,146.206,5.66105e-16
166,SymmetricGS_Chebyshev,178.747,2.53393e-09
167,Jacobi,107.56,5.66105e-16
167,GaussSeidel,11.7612,7.76916e-11
167,SymmetricGS,146.936,5.66105e-16
167,SymmetricGS_Chebyshev,178.968,2.35598e-10
168,Jacobi,109.313,5.66105e-16
168,GaussSeidel,11.8051,7.76916e-11
168,SymmetricGS,148.21,5.66105e-16
168,SymmetricGS_Chebyshev,179.749,1.93913e-09
169,Jacobi,109.048,5.66105e-16
169,GaussSeidel,11.7693,7.76916e-11
169,SymmetricGS,148.748,5.66105e-16
169,SymmetricGS_Chebyshev,180.46,1.93913e-09
170,Jacobi,110.172,5.66105e-16
170,GaussSeidel,11.9054,7.76916e-11
170,SymmetricGS,149.946,5.66105e-16
170,SymmetricGS_Chebyshev,179.326,1.93913e-09
171,Jacobi,110.152,5.66105e-16
171,GaussSeidel,11.7174,7.76916e-11
171,SymmetricGS,151.095,5.66105e-16
171,SymmetricGS_Chebyshev,179.074,1.93913e-09
172,Jacobi,111.333,5.66105e-16
172,GaussSeidel,11.9063,7.76916e-11
172,SymmetricGS,151.467,5.66105e-16
172,SymmetricGS_Chebyshev,180.665,1.93913e-09
173,Jacobi,112.207,5.66105e-16
173,GaussSeidel,12.086,7.76916e-11
173,SymmetricGS,152.743,5.66105e-16
173,SymmetricGS_Chebyshev,178.613,1.93913e-09
174,Jacobi,112.386,5.66105e-16
174,GaussSeidel,11.955,7.76916e-11
174,SymmetricGS,153.692,5.66105e-16
174,SymmetricGS_Chebyshev,179.896,1.93913e-09
175,Jacobi,113.515,5.66105e-16
175,GaussSeidel,11.8186,7.76916e-11
175,SymmetricGS,154.171,5.66105e-16
175,SymmetricGS_Chebyshev,180.117,1.93913e-09
176,Jacobi,113.608,5.66105e-16
176,GaussSeidel,11.8219,7.76916e-11
176,SymmetricGS,156.05,5.66105e-16
176,SymmetricGS_Chebyshev,179.479,1.93913e-09
177,Jacobi,114.227,5.66105e-16
177,GaussSeidel,11.8092,7.76916e-11
177,SymmetricGS,156.227,5.66105e-16
177,SymmetricGS_Chebyshev,179.941,1.93913e-09
178,Jacobi,114.814,5.66105e-16
178,GaussSeidel,11.8742,7.76916e-11
178,SymmetricGS,156.584,5.66105e-16
178,SymmetricGS_Chebyshev,180.171,1.93913e-09
179,Jacobi,115.58,5.66105e-16
179,GaussSeidel,11.8068,7.76916e-11
179,SymmetricGS,157.521,5.66105e-16
179,SymmetricGS_Chebyshev,180.708,1.93913e-09
180,Jacobi,115.691,5.66105e-16
180,GaussSeidel,12.0125,7.76916e-11
180,SymmetricGS,158.83,5.66105e-16
180,SymmetricGS_Chebyshev,179.539,1.93913e-09
181,Jacobi,117.533,5.66105e-16
181,GaussSeidel,11.8123,7.76916e-11
181,SymmetricGS,160.062,5.66105e-16
181,SymmetricGS_Chebyshev,179.199,1.93913e-09
182,Jacobi,118.447,5.66105e-16
182,GaussSeidel,11.7744,7.76916e-11
182,SymmetricGS,160.532,5.66105e-16
182,SymmetricGS_Chebyshev,180.415,1.93913e-09
183,Jacobi,118.816,5.66105e-16
183,GaussSeidel,11.781,7.76916e-11
183,SymmetricGS,161.494,5.66105e-16
183,SymmetricGS_Chebyshev,178.99,1.93913e-09
184,Jacobi,118.663,5.66105e-16
184,GaussSeidel,12.0111,7.76916e-11
184,SymmetricGS,161.674,5.66105e-16
184,SymmetricGS_Chebyshev,179.676,1.93913e-09
185,Jacobi,120.505,5.66105e-16
185,GaussSeidel,11.8368,7.76916e-11
185,SymmetricGS,163.385,5.66105e-16
185,SymmetricGS_Chebyshev,180.263,1.93913e-09
186,Jacobi,119.973,5.66105e-16
186,GaussSeidel,11.9499,7.76916e-11
186,SymmetricGS,164.081,5.66105e-16
186,SymmetricGS_Chebyshev,179.265,1.93913e-09
187,Jacobi,121.495,5.66105e-16
187,GaussSeidel,11.8509,7.76916e-11
187,SymmetricGS,164.598,5.66105e-16
187,SymmetricGS_Chebyshev,180.561,1.93913e-09
188,Jacobi,122.588,5.66105e-16
188,GaussSeidel,11.8794,7.76916e-11
188,SymmetricGS,165.306,5.66105e-16
188,SymmetricGS_Chebyshev,179.217,1.93913e-09
189,Jacobi,122.227,5.66105e-16
189,GaussSeidel,11.7616,7.76916e-11
189,SymmetricGS,166.609,5.66105e-16
189,SymmetricGS_Chebyshev,179.887,1.93913e-09
190,Jacobi,122.937,5.66105e-16
190,GaussSeidel,11.8294,7.76916e-11
190,SymmetricGS,167.295,5.66105e-16
190,SymmetricGS_Chebyshev,178.901,1.93913e-09
191,Jacobi,123.356,5.66105e-16
191,GaussSeidel,11.868,7.76916e-11
191,SymmetricGS,168.36,5.66105e-16
191,SymmetricGS_Chebyshev,178.829,1.93913e-09
192,Jacobi,124.689,5.66105e-16
192,GaussSeidel,11.8079,7.76916e-11
192,SymmetricGS,168.711,5.66105e-16
192,SymmetricGS_Chebyshev,179.977,1.93913e-09
193,Jacobi,124.618,5.66105e-16
193,GaussSeidel,11.8099,7.76916e-11
193,SymmetricGS,169.981,5.66105e-16
193,SymmetricGS_Chebyshev,178.574,1.93913e-09
194,Jacobi,125.057,5.66105e-16
194,GaussSeidel,11.8406,7.76916e-11
194,SymmetricGS,170.122,5.66105e-16
194,SymmetricGS_Chebyshev,179.846,1.93913e-09
195,Jacobi,126.365,5.66105e-16
195,GaussSeidel,11.7833,7.76916e-11
195,SymmetricGS,171.781,5.66105e-16
195,SymmetricGS_Chebyshev,179.862,1.93913e-09
196,Jacobi,126.579,5.66105e-16
196,GaussSeidel,11.7925,7.76916e-11
196,SymmetricGS,172.24,5.66105e-16
196,SymmetricGS_Chebyshev,179.626,1.93913e-09
197,Jacobi,126.558,5.66105e-16
197,GaussSeidel,11.7844,7.76916e-11
197,SymmetricGS,174.061,5.66105e-16
197,SymmetricGS_Chebyshev,179.272,1.93913e-09
198,Jacobi,127.785,5.66105e-16
198,GaussSeidel,11.8277,7.76916e-11
198,SymmetricGS,174.435,5.66105e-16
198,SymmetricGS_Chebyshev,179.055,1.93913e-09
199,Jacobi,129.036,5.66105e-16
199,GaussSeidel,11.7942,7.76916e-11
199,SymmetricGS,175.064,5.66105e-16
199,SymmetricGS_Chebyshev,180.044,1.93913e-09
200,Jacobi,129.441,5.66105e-16
200,GaussSeidel,11.8892,7.76916e-11
200,SymmetricGS,176.086,5.66105e-16
200,SymmetricGS_Chebyshev,179.102,1.93913e-09
201,Jacobi,130.563,5.66105e-16
201,GaussSeidel,11.7535,7.76916e-11
201,SymmetricGS,176.499,5.66105e-16
201,SymmetricGS_Chebyshev,179.393,1.93913e-09
202,Jacobi,131.263,5.66105e-16
202,GaussSeidel,11.8511,7.76916e-11
202,SymmetricGS,177.676,5.66105e-16
202,SymmetricGS_Chebyshev,180.982,1.93913e-09
203,Jacobi,131.464,5.66105e-16
203,GaussSeidel,11.9866,7.76916e-11
203,SymmetricGS,179.076,5.66105e-16
203,SymmetricGS_Chebyshev,179.527,1.93913e-09
204,Jacobi,132.283,5.66105e-16
204,GaussSeidel,11.8668,7.76916e-11
204,SymmetricGS,180.016,5.66105e-16
204,SymmetricGS_Chebyshev,179.929,1.93913e-09
205,Jacobi,132.369,5.66105e-16
205,GaussSeidel,11.7896,7.76916e-11
205,SymmetricGS,180.392,5.66105e-16
205,SymmetricGS_Chebyshev,179.342,1.93913e-09
206,Jacobi,133.577,5.66105e-16
206,GaussSeidel,11.7123,7.76916e-11
206,SymmetricGS,181.927,5.66105e-16
206,SymmetricGS_Chebyshev,180.205,1.93913e-09
207,Jacobi,133.535,5.66105e-16
207,GaussSeidel,11.9455,7.76916e-11
207,SymmetricGS,182.207,5.66105e-16
207,SymmetricGS_Chebyshev,180.332,1.93913e-09
208,Jacobi,135.05,5.66105e-16
208,GaussSeidel,11.8418,7.76916e-11
208,SymmetricGS,183.266,5.66105e-16
208,SymmetricGS_Chebyshev,179.422,1.93913e-09
209,Jacobi,135.814,5.66105e-16
209,GaussSeidel,11.7751,7.76916e-11
209,SymmetricGS,184.131,5.66105e-16
209,SymmetricGS_Chebyshev,181.018,1.93913e-09
210,Jacobi,136.133,5.66105e-16
210,GaussSeidel,11.7899,7.76916e-11
210,SymmetricGS,185.284,5.66105e-16
210,SymmetricGS_Chebyshev,179.038,1.93913e-09
211,Jacobi,137.613,5.66105e-16
211,GaussSeidel,12.0591,7.76916e-11
211,SymmetricGS,186.278,5.66105e-16
211,SymmetricGS_Chebyshev,180.014,1.93913e-09
212,Jacobi,137.046,5.66105e-16
212,GaussSeidel,11.8165,7.76916e-11
212,SymmetricGS,187.064,5.66105e-16
212,SymmetricGS_Chebyshev,179.492,1.93913e-09
213,Jacobi,139.711,5.66105e-16
213,GaussSeidel,11.751,7.76916e-11
213,SymmetricGS,187.418,5.66105e-16
213,SymmetricGS_Chebyshev,178.965,1.93913e-09
214,Jacobi,138.296,5.66105e-16
214,GaussSeidel,11.7766,7.76916e-11
214,SymmetricGS,188.651,5.66105e-16
214,SymmetricGS_Chebyshev,179.441,1.93913e-09
215,Jacobi,139.352,5.66105e-16
215,GaussSeidel,11.7093,7.76916e-11
215,SymmetricGS,189.004,5.66105e-16
215,SymmetricGS_Chebyshev,179.788,1.93913e-09
216,Jacobi,140.135,5.66105e-16
216,GaussSeidel,11.8076,7.76916e-11
216,SymmetricGS,189.887,5.66105e-16
216,SymmetricGS_Chebyshev,179.265,1.93913e-09
217,Jacobi,140.358,5.66105e-16
217,GaussSeidel,11.8829,7.76916e-11
217,SymmetricGS,191.345,5.66105e-16
217,SymmetricGS_Chebyshev,179.947,1.93913e-09
218,Jacobi,149.877,5.66105e-16
218,GaussSeidel,12.6887,7.76916e-11
218,SymmetricGS,202.86,5.66105e-16
218,SymmetricGS_Chebyshev,190.047,1.93913e-09
219,Jacobi,151.179,5.66105e-16
219,GaussSeidel,12.6137,7.76916e-11
219,SymmetricGS,203.773,5.66105e-16
219,SymmetricGS_Chebyshev,189.659,1.93913e-09
220,Jacobi,151.575,5.66105e-16
220,GaussSeidel,12.614,7.76916e-11
220,SymmetricGS,203.985,5.66105e-16
220,SymmetricGS_Chebyshev,189.996,1.93913e-09
221,Jacobi,153.034,5.66105e-16
221,GaussSeidel,12.6551,7.76916e-11
221,SymmetricGS,205.785,5.66105e-16
221,SymmetricGS_Chebyshev,189.817,1.93913e-09
222,Jacobi,153.193,5.66105e-16
222,GaussSeidel,12.522,7.76916e-11
222,SymmetricGS,205.885,5.66105e-16
222,SymmetricGS_Chebyshev,189.91,1.93913e-09
223,Jacobi,154.382,5.66105e-16
223,GaussSeidel,12.5615,7.76916e-11
223,SymmetricGS,206.692,5.66105e-16
223,SymmetricGS_Chebyshev,189.269,1.93913e-09
224,Jacobi,155.059,5.66105e-16
224,GaussSeidel,12.643,7.76916e-11
224,SymmetricGS,207.461,5.66105e-16
224,SymmetricGS_Chebyshev,189.734,1.93913e-09
225,Jacobi,155.796,5.66105e-16
225,GaussSeidel,12.734,7.76916e-11
225,SymmetricGS,208.81,5.66105e-16
225,SymmetricGS_Chebyshev,189.762,1.93913e-09
226,Jacobi,156.3,5.66105e-16
226,GaussSeidel,12.5422,7.76916e-11
226,SymmetricGS,210.078,5.66105e-16
226,SymmetricGS_Chebyshev,194.175,1.93913e-09
227,Jacobi,152.021,5.66105e-16
227,GaussSeidel,12.1266,7.76916e-11
227,SymmetricGS,206.419,5.66105e-16
227,SymmetricGS_Chebyshev,184.132,1.93913e-09
228,Jacobi,151.05,5.66105e-16
228,GaussSeidel,12.03,7.76916e-11
228,SymmetricGS,202.638,5.66105e-16
228,SymmetricGS_Chebyshev,179.547,1.93913e-09
229,Jacobi,148.827,5.66105e-16
229,GaussSeidel,11.746,7.76916e-11
229,SymmetricGS,201.916,5.66105e-16
229,SymmetricGS_Chebyshev,182.301,1.93913e-09
230,Jacobi,148.79,5.66105e-16
230,GaussSeidel,11.8499,7.76916e-11
230,SymmetricGS,202.136,5.66105e-16
230,SymmetricGS_Chebyshev,180.145,1.93913e-09
231,Jacobi,149.308,5.66105e-16
231,GaussSeidel,11.8771,7.76916e-11
231,SymmetricGS,203.078,5.66105e-16
231,SymmetricGS_Chebyshev,179.923,1.93913e-09
232,Jacobi,149.991,5.66105e-16
232,GaussSeidel,11.745,7.76916e-11
232,SymmetricGS,205.195,5.66105e-16
232,SymmetricGS_Chebyshev,180.133,1.93913e-09
233,Jacobi,150.886,5.66105e-16
233,GaussSeidel,11.7627,7.76916e-11
233,SymmetricGS,205.062,5.66105e-16
233,SymmetricGS_Chebyshev,179.285,1.93913e-09
234,Jacobi,151.489,5.66105e-16
234,GaussSeidel,11.8228,7.76916e-11
234,SymmetricGS,206.35,5.66105e-16
234,SymmetricGS_Chebyshev,179.967,1.93913e-09
235,Jacobi,152.017,5.66105e-16
235,GaussSeidel,11.9375,7.76916e-11
235,SymmetricGS,206.742,5.66105e-16
235,SymmetricGS_Chebyshev,179.194,1.93913e-09
236,Jacobi,152.353,5.66105e-16
236,GaussSeidel,11.834,7.76916e-11
236,SymmetricGS,207.911,5.66105e-16
236,SymmetricGS_Chebyshev,180.866,1.93913e-09
237,Jacobi,154.124,5.66105e-16
237,GaussSeidel,11.9096,7.76916e-11
237,SymmetricGS,208.99,5.66105e-16
237,SymmetricGS_Chebyshev,180.046,1.93913e-09
238,Jacobi,153.309,5.66105e-16
238,GaussSeidel,11.6814,7.76916e-11
238,SymmetricGS,209.28,5.66105e-16
238,SymmetricGS_Chebyshev,179.977,1.93913e-09
239,Jacobi,154.762,5.66105e-16
239,GaussSeidel,11.7343,7.76916e-11
239,SymmetricGS,210.73,5.66105e-16
239,SymmetricGS_Chebyshev,179.822,1.93913e-09
240,Jacobi,155.698,5.66105e-16
240,GaussSeidel,12.0141,7.76916e-11
240,SymmetricGS,211.327,5.66105e-16
240,SymmetricGS_Chebyshev,179.437,1.93913e-09
241,Jacobi,155.701,5.66105e-16
241,GaussSeidel,11.7843,7.76916e-11
241,SymmetricGS,212.619,5.66105e-16
241,SymmetricGS_Chebyshev,179.187,1.93913e-09
242,Jacobi,157.522,5.66105e-16
242,GaussSeidel,11.9019,7.76916e-11
242,SymmetricGS,213.279,5.66105e-16
242,SymmetricGS_Chebyshev,179.233,1.93913e-09
243,Jacobi,156.466,5.66105e-16
243,GaussSeidel,11.7515,7.76916e-11
243,SymmetricGS,213.913,5.66105e-16
243,SymmetricGS_Chebyshev,180.58,1.93913e-09
244,Jacobi,157.825,5.66105e-16
244,GaussSeidel,11.7997,7.76916e-11
244,SymmetricGS,215.003,5.66105e-16
244,SymmetricGS_Chebyshev,179.742,1.93913e-09
245,Jacobi,158.854,5.66105e-16
245,GaussSeidel,11.7876,7.76916e-11
245,SymmetricGS,215.493,5.66105e-16
245,SymmetricGS_Chebyshev,180.703,1.93913e-09
246,Jacobi,159.704,5.66105e-16
246,GaussSeidel,11.8052,7.76916e-11
246,SymmetricGS,216.524,5.66105e-16
246,SymmetricGS_Chebyshev,179.064,1.93913e-09
247,Jacobi,160.518,5.66105e-16
247,GaussSeidel,11.6798,7.76916e-11
247,SymmetricGS,217.504,5.66105e-16
247,SymmetricGS_Chebyshev,179.299,1.93913e-09
248,Jacobi,161.619,5.66105e-16
248,GaussSeidel,11.7705,7.76916e-11
248,SymmetricGS,218.392,5.66105e-16
248,SymmetricGS_Chebyshev,180.306,1.93913e-09
249,Jacobi,160.977,5.66105e-16
249,GaussSeidel,11.8141,7.76916e-11
249,SymmetricGS,221.383,5.66105e-16
249,SymmetricGS_Chebyshev,179.643,1.93913e-09
250,Jacobi,163.221,5.66105e-16
250,GaussSeidel,11.813,7.76916e-11
250,SymmetricGS,221.974,5.66105e-16
250,SymmetricGS_Chebyshev,182.039,1.93913e-09
